gf45bi701,gf45bi7010,gf45bi7011,gf45bi7012,gf45bi7013,gf45bi7014,gf45bi7015,gf45bi7016,gf45bi7017,gf45bi7018,gf45bi7019,gf45bi702,gf45bi703,gf45bi704,gf45bi705,gf45bi706,gf45bi707,gf45bi708,gf45bi709
125,257,-16,1041,126,32,35,361,145,361,145,112,28,10697,330,-64,394,257,-16
131,264,-11,1078,128,35,33,361,154,361,154,116,29,10755,337,-59,396,187,-11
126,258,-16,1048,127,32,34,362,146,362,146,113,28,10718,330,-64,394,258,-16
125,256,-17,1033,125,32,35,360,144,360,144,112,28,10710,330,-65,395,256,-17
131,264,-11,1078,128,35,33,361,154,361,154,116,29,10755,337,-59,396,187,-11
125,256,-17,1033,125,32,35,360,144,360,144,112,28,10710,330,-65,395,256,-17
125,257,-17,1033,125,32,35,360,144,360,144,112,28,10704,330,-65,395,257,-17
127,258,-15,1049,127,32,34,361,146,361,146,113,28,10715,330,-63,393,258,-15
129,261,-13,1073,128,34,34,364,152,364,152,115,29,10742,334,-61,395,261,-13
125,257,-16,1041,126,32,35,361,145,361,145,112,28,10686,330,-64,394,257,-16
125,257,-16,1041,126,32,35,361,145,361,145,112,28,10678,330,-64,394,257,-16
127,258,-15,1050,127,32,34,361,146,361,146,113,28,10707,330,-63,393,258,-15
127,258,-15,1050,127,32,34,361,146,361,146,113,28,10707,330,-63,393,258,-15
133,265,-9,1081,127,37,32,362,159,356,159,118,29,10768,340,-58,398,189,-9
133,265,-10,1082,127,37,32,362,159,357,159,118,29,10792,339,-59,398,189,-10
125,256,-17,1033,125,32,35,360,144,360,144,112,28,10699,330,-65,395,256,-17
129,261,-13,1066,128,33,34,362,151,362,151,115,29,10725,334,-61,395,261,-13
125,257,-17,1036,125,32,34,360,145,360,145,112,28,10710,330,-64,394,257,-17
125,257,-16,1039,125,32,34,360,145,360,145,112,28,10678,330,-64,394,257,-16
125,257,-16,1039,125,32,34,360,145,360,145,112,28,10678,330,-64,394,257,-16
129,261,-13,1076,128,34,33,364,153,364,153,115,29,10742,334,-60,394,261,-13
127,258,-15,1055,128,32,35,363,146,363,146,113,28,10705,330,-63,393,258,-15
127,258,-15,1055,128,32,35,363,146,363,146,113,28,10705,330,-63,393,258,-15
133,265,-9,1083,127,37,32,365,158,354,158,118,29,10762,340,-58,398,190,-9
126,258,-15,1069,129,33,34,366,148,366,148,113,28,10709,330,-64,394,258,-15
132,265,-10,1085,127,36,32,362,158,360,158,117,29,10763,339,-59,398,188,-10
125,256,-17,1039,126,32,35,363,145,363,145,112,28,10707,329,-64,393,256,-17
134,266,-9,1085,127,37,32,364,160,357,160,118,29,10790,340,-58,398,190,-9
127,258,-15,1049,127,32,34,362,146,362,146,112,28,10685,329,-63,392,258,-15
127,258,-15,1052,127,32,34,362,146,362,146,112,28,10685,329,-63,392,258,-15
125,256,-17,1039,126,32,35,363,145,363,145,112,28,10707,329,-64,393,256,-17
125,256,-16,1041,125,32,35,362,145,362,145,112,28,10688,329,-64,393,256,-16
128,260,-13,1068,129,33,33,364,151,364,151,114,28,10720,332,-62,394,260,-13
126,257,-16,1052,128,32,35,364,146,364,146,112,28,10730,329,-64,393,257,-16
126,257,-16,1052,128,32,35,364,146,364,146,112,28,10730,329,-64,393,257,-16
126,257,-16,1052,128,32,35,364,146,364,146,112,28,10730,329,-64,393,257,-16
125,256,-17,1036,126,32,35,363,145,363,145,112,28,10674,328,-64,392,256,-17
125,256,-16,1041,125,32,35,362,145,362,145,111,28,10679,329,-64,393,256,-16
125,256,-16,1041,125,32,35,362,145,362,145,111,28,10679,329,-64,393,256,-16
124,255,-17,1037,126,32,35,363,145,363,145,111,28,10679,328,-65,393,255,-17
124,255,-17,1037,126,32,35,363,145,363,145,111,28,10679,328,-65,393,255,-17
132,265,-10,1088,127,37,32,363,160,360,160,117,29,10777,339,-59,398,189,-10
125,257,-16,1054,128,33,34,365,147,365,147,111,28,10697,329,-64,393,257,-16
125,257,-16,1054,128,33,34,365,147,365,147,111,28,10697,329,-64,393,257,-16
126,257,-15,1050,128,32,34,363,146,363,146,112,28,10697,329,-63,392,257,-15
126,257,-15,1050,128,32,34,363,146,363,146,112,28,10697,329,-63,392,257,-15
126,257,-15,1050,128,32,34,363,146,363,146,112,28,10697,329,-63,392,257,-15
126,257,-15,1050,128,32,34,363,146,363,146,112,28,10697,329,-63,392,257,-15
126,257,-15,1050,128,32,34,363,146,363,146,112,28,10697,329,-63,392,257,-15
125,256,-16,1043,125,32,35,362,146,362,146,111,28,10689,329,-63,392,256,-16
125,256,-17,1049,127,32,34,364,146,364,146,111,28,10685,328,-64,392,256,-17
125,256,-16,1043,125,32,35,362,146,362,146,111,28,10689,329,-63,392,256,-16
125,256,-16,1043,125,32,35,362,146,362,146,111,28,10689,329,-63,392,256,-16
125,256,-17,1049,127,32,34,364,146,364,146,111,28,10685,328,-64,392,256,-17
125,256,-17,1033,124,32,34,361,144,361,144,111,28,10663,328,-64,392,256,-17
125,256,-17,1033,124,32,34,361,144,361,144,111,28,10663,328,-64,392,256,-17
125,256,-16,1043,125,32,35,362,146,362,146,111,28,10689,329,-63,392,256,-16
125,256,-16,1043,125,32,35,362,146,362,146,111,28,10689,329,-63,392,256,-16
125,256,-16,1043,125,32,35,362,146,362,146,111,28,10689,329,-63,392,256,-16
125,256,-17,1049,127,32,34,364,146,364,146,111,28,10685,328,-64,392,256,-17
130,262,-12,1078,127,35,33,363,156,363,156,114,28,10724,335,-60,395,262,-12
130,262,-12,1078,127,35,33,363,156,363,156,114,28,10724,335,-60,395,262,-12
130,262,-12,1078,127,35,33,363,156,363,156,114,28,10724,335,-60,395,262,-12
126,257,-15,1050,128,32,34,363,146,363,146,112,28,10697,329,-63,392,257,-15
125,256,-17,1049,127,32,34,364,146,364,146,111,28,10685,328,-64,392,256,-17
125,256,-17,1049,127,32,34,364,146,364,146,111,28,10685,328,-64,392,256,-17
125,256,-16,1039,125,32,35,362,145,362,145,111,28,10685,329,-64,393,256,-16
125,256,-16,1039,125,32,35,362,145,362,145,111,28,10685,329,-64,393,256,-16
125,256,-17,1033,124,32,34,361,144,361,144,111,28,10663,328,-64,392,256,-17
130,262,-12,1073,127,34,33,363,153,363,153,114,28,10722,335,-59,394,262,-12
131,262,-11,1078,127,35,33,362,156,362,156,115,29,10702,336,-59,395,262,-11
125,256,-17,1039,126,32,35,363,145,363,145,111,28,10676,328,-64,392,256,-17
125,256,-17,1049,127,32,34,364,146,364,146,111,28,10685,328,-64,392,256,-17
124,256,-17,1037,126,32,35,363,145,363,145,111,28,10674,328,-64,392,256,-17
124,256,-17,1037,126,32,35,363,145,363,145,111,28,10674,328,-64,392,256,-17
124,256,-17,1034,124,32,34,361,145,361,145,111,28,10667,328,-64,392,256,-17
124,256,-17,1034,124,32,34,361,145,361,145,111,28,10667,328,-64,392,256,-17
125,256,-17,1049,127,32,34,364,146,364,146,111,28,10685,328,-64,392,256,-17
131,262,-10,1078,127,35,33,362,156,362,156,115,29,10693,336,-59,395,262,-10
125,256,-16,1042,125,32,35,361,146,361,146,111,28,10684,328,-63,391,256,-16
125,257,-16,1054,128,33,34,365,147,365,147,111,28,10693,328,-64,392,257,-16
125,257,-16,1054,128,33,34,365,147,365,147,111,28,10693,328,-64,392,257,-16
125,257,-16,1054,128,33,34,365,147,365,147,111,28,10693,328,-64,392,257,-16
131,263,-11,1079,127,35,33,363,156,363,156,114,29,10718,335,-58,393,263,-11
125,256,-16,1042,125,32,35,361,146,361,146,111,28,10689,328,-63,391,256,-16
125,256,-16,1042,125,32,35,361,146,361,146,111,28,10689,328,-63,391,256,-16
125,256,-17,1048,126,32,34,363,146,363,146,111,28,10700,328,-64,392,256,-17
125,256,-16,1042,125,32,35,361,146,361,146,111,28,10689,328,-63,391,256,-16
124,255,-17,1034,124,32,34,361,145,361,145,111,28,10655,328,-64,392,255,-17
125,256,-16,1042,125,32,35,361,146,361,146,111,28,10684,328,-63,391,256,-16
125,256,-16,1042,125,32,35,361,146,361,146,111,28,10689,328,-63,391,256,-16
125,256,-16,1042,125,32,35,361,146,361,146,111,28,10684,328,-63,391,256,-16
125,256,-16,1042,125,32,35,361,146,361,146,111,28,10689,328,-63,391,256,-16
134,266,-9,1086,128,37,32,365,159,357,159,117,29,10784,340,-58,398,191,-9
125,256,-16,1042,125,32,35,361,146,361,146,111,28,10689,328,-63,391,256,-16
126,257,-15,1048,126,32,34,361,146,361,146,111,28,10690,329,-63,392,257,-15
126,257,-15,1048,126,32,34,361,146,361,146,111,28,10690,329,-63,392,257,-15
126,257,-15,1048,126,32,34,361,146,361,146,111,28,10690,329,-63,392,257,-15
126,257,-15,1048,126,32,34,361,146,361,146,111,28,10690,329,-63,392,257,-15
126,257,-15,1048,126,32,34,361,146,361,146,111,28,10690,329,-63,392,257,-15
125,256,-16,1042,125,32,35,361,146,361,146,111,28,10684,328,-63,391,256,-16
125,256,-16,1042,125,32,35,361,146,361,146,111,28,10684,328,-63,391,256,-16
125,256,-16,1042,125,32,35,361,146,361,146,111,28,10684,328,-63,391,256,-16
125,256,-16,1042,125,32,35,361,146,361,146,111,28,10689,328,-63,391,256,-16
125,256,-16,1039,126,32,35,363,145,363,145,111,28,10667,328,-64,392,256,-16
125,256,-16,1039,126,32,35,363,145,363,145,111,28,10667,328,-64,392,256,-16
125,256,-16,1042,125,32,35,361,146,361,146,111,28,10689,328,-63,391,256,-16
125,256,-16,1042,125,32,35,361,146,361,146,111,28,10689,328,-63,391,256,-16
125,256,-16,1042,125,32,35,361,146,361,146,111,28,10689,328,-63,391,256,-16
125,256,-16,1042,125,32,35,361,146,361,146,111,28,10684,328,-63,391,256,-16
125,256,-16,1042,125,32,35,361,146,361,146,111,28,10684,328,-63,391,256,-16
125,256,-16,1042,125,32,35,361,146,361,146,111,28,10689,328,-63,391,256,-16
125,256,-16,1042,125,32,35,361,146,361,146,111,28,10684,328,-63,391,256,-16
125,256,-16,1042,125,32,35,361,146,361,146,111,28,10689,328,-63,391,256,-16
125,256,-16,1034,124,32,34,361,145,361,145,111,28,10654,328,-64,392,256,-16
125,256,-16,1042,125,32,35,361,146,361,146,111,28,10684,328,-63,391,256,-16
125,256,-16,1042,125,32,35,361,146,361,146,111,28,10684,328,-63,391,256,-16
125,256,-16,1042,125,32,35,361,146,361,146,111,28,10684,328,-63,391,256,-16
125,256,-16,1042,125,32,35,361,146,361,146,111,28,10684,328,-63,391,256,-16
126,257,-15,1048,126,32,34,361,146,361,146,111,28,10690,329,-63,392,257,-15
125,256,-16,1042,125,32,35,361,146,361,146,111,28,10689,328,-63,391,256,-16
125,256,-16,1042,125,32,35,361,146,361,146,111,28,10684,328,-63,391,256,-16
125,256,-16,1042,125,32,35,361,146,361,146,111,28,10684,328,-63,391,256,-16
124,255,-17,1040,126,32,35,363,146,363,146,111,28,10657,327,-64,391,255,-17
126,256,-15,1042,125,32,35,361,146,361,146,111,28,10640,328,-63,391,256,-15
124,255,-17,1040,126,32,35,363,146,363,146,111,28,10657,327,-64,391,255,-17
126,256,-15,1042,125,32,35,361,146,361,146,111,28,10640,328,-63,391,256,-15
125,256,-16,1042,125,32,35,361,146,361,146,111,28,10660,328,-63,391,256,-16
125,256,-16,1042,125,32,35,361,146,361,146,111,28,10660,328,-63,391,256,-16
125,256,-16,1042,125,32,35,361,146,361,146,111,28,10660,328,-63,391,256,-16
126,256,-15,1042,125,32,35,361,146,361,146,111,28,10640,328,-63,391,256,-15
126,256,-15,1042,125,32,35,361,146,361,146,111,28,10640,328,-63,391,256,-15
125,256,-15,1042,125,32,35,361,146,361,146,111,28,10645,328,-63,391,256,-15
126,256,-15,1042,125,32,35,361,146,361,146,111,28,10640,328,-63,391,256,-15
126,256,-15,1042,125,32,35,361,146,361,146,111,28,10640,328,-63,391,256,-15
124,255,-17,1034,124,32,34,361,145,361,145,110,28,10657,327,-64,391,255,-17
125,256,-16,1042,125,32,35,361,146,361,146,111,28,10660,328,-63,391,256,-16
126,256,-15,1042,125,32,35,361,146,361,146,111,28,10640,328,-63,391,256,-15
126,256,-15,1042,125,32,35,361,146,361,146,111,28,10640,328,-63,391,256,-15
125,256,-16,1042,125,32,35,361,146,361,146,111,28,10660,328,-63,391,256,-16
125,256,-16,1042,125,32,35,361,146,361,146,111,28,10660,328,-63,391,256,-16
126,256,-15,1042,125,32,35,361,146,361,146,111,28,10640,328,-63,391,256,-15
125,256,-16,1042,125,32,35,361,146,361,146,110,28,10650,327,-63,390,256,-16
125,256,-16,1042,125,32,35,361,146,361,146,110,28,10650,327,-63,390,256,-16
126,257,-15,1058,127,33,34,364,148,364,148,111,28,10681,328,-62,390,257,-15
126,257,-15,1058,127,33,34,364,148,364,148,111,28,10681,328,-62,390,257,-15
126,257,-15,1058,127,33,34,364,148,364,148,111,28,10681,328,-62,390,257,-15
126,257,-15,1058,127,33,34,364,148,364,148,111,28,10681,328,-62,390,257,-15
125,256,-16,1046,125,32,34,361,146,361,146,110,28,10670,327,-63,390,256,-16
126,257,-15,1058,127,33,34,364,148,364,148,111,28,10681,328,-62,390,257,-15
126,257,-16,1059,127,33,34,364,148,364,148,111,28,10699,328,-63,391,257,-16
126,257,-16,1059,127,33,34,364,148,364,148,111,28,10699,328,-63,391,257,-16
129,261,-12,1066,126,34,33,361,153,361,153,113,28,10678,333,-59,392,261,-12
126,257,-15,1062,127,33,34,364,149,364,149,111,28,10674,328,-62,390,257,-15
126,257,-15,1063,127,33,34,364,149,364,149,111,28,10673,328,-62,390,257,-15
125,256,-16,1046,125,32,34,361,146,361,146,110,28,10649,327,-62,389,256,-16
132,265,-9,1085,127,36,32,360,159,360,159,116,29,10745,338,-57,395,188,-9
124,255,-17,1038,124,32,34,361,146,361,146,109,27,10637,326,-64,390,255,-17
124,255,-16,1038,124,32,34,360,146,360,146,109,27,10636,326,-64,390,255,-16
124,255,-16,1038,124,32,34,360,146,360,146,109,27,10636,326,-64,390,255,-16
124,255,-16,1036,124,32,34,360,146,360,146,109,27,10616,326,-64,390,255,-16
126,257,-14,1063,127,33,34,363,150,363,150,111,28,10654,327,-62,389,257,-14
124,255,-16,1037,124,32,34,360,146,360,146,109,27,10627,326,-64,390,255,-16
124,255,-16,1037,124,32,34,360,146,360,146,109,27,10627,326,-64,390,255,-16
124,255,-16,1037,124,32,34,360,146,360,146,109,27,10627,326,-64,390,255,-16
124,255,-16,1037,124,32,34,360,146,360,146,109,27,10627,326,-64,390,255,-16
124,255,-16,1037,124,32,34,360,146,360,146,109,27,10627,326,-64,390,255,-16
124,255,-16,1037,124,32,34,360,146,360,146,109,27,10627,326,-64,390,255,-16
124,255,-16,1036,124,32,34,360,146,360,146,109,27,10616,326,-64,390,255,-16
124,255,-16,1036,124,32,34,360,146,360,146,109,27,10616,326,-64,390,255,-16
124,255,-16,1038,124,32,34,360,146,360,146,109,27,10620,326,-64,390,255,-16
124,255,-16,1036,124,32,34,360,146,360,146,109,27,10616,326,-64,390,255,-16
125,255,-16,1043,126,32,35,363,146,363,146,110,28,10616,326,-64,390,255,-16
125,255,-16,1043,126,32,35,363,146,363,146,110,28,10616,326,-64,390,255,-16
125,255,-16,1043,126,32,35,363,146,363,146,110,28,10616,326,-64,390,255,-16
125,255,-16,1043,126,32,35,363,146,363,146,110,28,10616,326,-64,390,255,-16
125,255,-16,1043,126,32,35,363,146,363,146,110,28,10616,326,-64,390,255,-16
125,255,-16,1043,126,32,35,363,146,363,146,110,28,10616,326,-64,390,255,-16
133,266,-9,1089,127,37,32,362,161,360,161,117,29,10758,340,-56,396,189,-9
133,266,-9,1089,127,37,32,362,161,360,161,117,29,10758,340,-56,396,189,-9
133,266,-9,1089,127,37,32,362,161,360,161,117,29,10758,340,-56,396,189,-9
133,266,-9,1089,127,37,32,362,161,360,161,117,29,10758,340,-56,396,189,-9
133,266,-9,1089,127,37,32,362,161,360,161,117,29,10758,340,-56,396,189,-9
124,255,-16,1040,125,32,35,362,146,362,146,109,28,10608,325,-64,389,255,-16
135,267,-7,1085,127,37,32,361,161,357,161,117,29,10744,342,-55,397,191,-7
124,255,-16,1040,125,32,35,362,146,362,146,109,28,10608,325,-64,389,255,-16
125,256,-16,1047,125,32,34,362,147,362,147,110,28,10649,326,-63,389,256,-16
135,267,-7,1085,127,37,32,361,161,357,161,117,29,10744,342,-55,397,191,-7
135,267,-7,1085,127,37,32,361,161,357,161,117,29,10744,342,-55,397,191,-7
125,256,-15,1042,125,32,35,362,146,362,146,110,28,10631,326,-63,389,256,-15
124,254,-16,1038,125,32,35,362,146,362,146,109,28,10595,325,-63,388,254,-16
124,254,-16,1038,125,32,35,362,146,362,146,109,28,10595,325,-63,388,254,-16
124,255,-16,1039,125,32,35,362,146,362,146,109,28,10610,325,-63,388,255,-16
124,255,-16,1039,125,32,35,362,146,362,146,109,28,10610,325,-63,388,255,-16
124,255,-16,1039,125,32,35,362,146,362,146,109,28,10610,325,-63,388,255,-16
124,255,-16,1039,125,32,35,362,146,362,146,109,28,10610,325,-63,388,255,-16
124,255,-16,1039,125,32,35,362,146,362,146,109,28,10610,325,-63,388,255,-16
124,255,-16,1039,125,32,35,362,146,362,146,109,28,10610,325,-63,388,255,-16
124,255,-16,1039,125,32,35,362,146,362,146,109,28,10610,325,-63,388,255,-16
124,255,-16,1039,125,32,35,362,146,362,146,109,28,10604,325,-63,388,255,-16
124,255,-16,1039,125,32,35,362,146,362,146,109,28,10604,325,-63,388,255,-16
135,267,-7,1083,127,37,32,361,160,356,160,117,29,10746,341,-56,397,192,-7
124,255,-16,1039,125,32,35,362,146,362,146,109,28,10610,325,-63,388,255,-16
124,255,-16,1039,125,32,35,362,146,362,146,109,28,10604,325,-63,388,255,-16
124,255,-16,1039,125,32,35,362,146,362,146,109,28,10610,325,-63,388,255,-16
136,267,-7,1085,127,37,32,362,162,354,162,117,29,10758,341,-57,398,191,-7
124,255,-16,1039,125,32,35,362,146,362,146,109,28,10604,325,-63,388,255,-16
135,267,-7,1085,127,37,32,361,161,357,161,117,29,10764,341,-55,396,191,-7
124,255,-16,1039,125,32,35,362,146,362,146,109,28,10604,325,-63,388,255,-16
124,255,-16,1039,125,32,35,362,146,362,146,109,28,10610,325,-63,388,255,-16
124,255,-16,1039,125,32,35,362,146,362,146,109,28,10604,325,-63,388,255,-16
124,255,-16,1039,125,32,35,362,146,362,146,109,28,10604,325,-63,388,255,-16
124,255,-16,1039,125,32,35,362,146,362,146,109,28,10610,325,-63,388,255,-16
124,255,-16,1039,125,32,35,362,146,362,146,109,28,10604,325,-63,388,255,-16
124,255,-16,1039,125,32,35,362,146,362,146,109,28,10604,325,-63,388,255,-16
124,255,-16,1039,125,32,35,362,146,362,146,109,28,10604,325,-63,388,255,-16
124,254,-17,1041,125,32,35,362,146,362,146,108,27,10636,324,-63,387,254,-17
124,254,-17,1041,125,32,35,362,146,362,146,108,27,10636,324,-63,387,254,-17
124,254,-17,1041,125,32,35,362,146,362,146,108,27,10636,324,-63,387,254,-17
124,254,-17,1041,125,32,35,362,146,362,146,108,27,10636,324,-63,387,254,-17
124,254,-17,1041,125,32,35,362,146,362,146,108,27,10636,324,-63,387,254,-17
124,254,-16,1042,125,32,35,362,146,362,146,109,28,10612,325,-63,388,254,-16
124,254,-16,1042,125,32,35,362,146,362,146,109,28,10612,325,-63,388,254,-16
124,254,-16,1042,125,32,35,362,146,362,146,109,28,10612,325,-63,388,254,-16
124,254,-16,1042,125,32,35,362,146,362,146,109,28,10612,325,-63,388,254,-16
124,255,-16,1039,125,32,35,362,146,362,146,108,27,10632,325,-62,387,255,-16
124,254,-17,1041,125,32,35,362,146,362,146,108,27,10636,324,-63,387,254,-17
124,255,-16,1039,125,32,35,362,146,362,146,108,27,10632,325,-62,387,255,-16
134,266,-8,1090,127,37,32,361,161,361,161,116,29,10733,339,-56,395,266,-8
134,266,-8,1090,127,37,32,361,161,361,161,116,29,10733,339,-56,395,266,-8
134,266,-8,1090,127,37,32,361,161,361,161,116,29,10733,339,-56,395,266,-8
134,266,-8,1090,127,37,32,361,161,361,161,116,29,10733,339,-56,395,266,-8
134,266,-8,1090,127,37,32,361,161,361,161,116,29,10733,339,-56,395,266,-8
134,266,-8,1090,127,37,32,361,161,361,161,116,29,10733,339,-56,395,266,-8
134,266,-8,1090,127,37,32,361,161,361,161,116,29,10733,339,-56,395,266,-8
134,266,-8,1090,127,37,32,361,161,361,161,116,29,10733,339,-56,395,266,-8
134,266,-8,1090,127,37,32,361,161,361,161,116,29,10733,339,-56,395,266,-8
134,266,-8,1090,127,37,32,361,161,361,161,116,29,10733,339,-56,395,266,-8
134,266,-8,1090,127,37,32,361,161,361,161,116,29,10733,339,-56,395,266,-8
136,268,-7,1083,127,37,31,364,160,348,160,117,29,10749,341,-56,397,193,-7
136,268,-7,1083,127,37,31,364,160,348,160,117,29,10749,341,-56,397,193,-7
136,268,-7,1083,127,37,31,364,160,348,160,117,29,10749,341,-56,397,193,-7
124,255,-16,1039,125,32,35,362,146,362,146,108,27,10632,325,-62,387,255,-16
124,255,-16,1039,125,32,35,362,146,362,146,108,27,10632,325,-62,387,255,-16
134,267,-8,1089,127,37,32,361,162,359,162,117,29,10760,340,-55,395,191,-8
133,265,-8,1086,127,36,32,360,160,360,160,115,29,10713,338,-56,394,265,-8
134,267,-8,1089,127,37,32,361,162,359,162,117,29,10760,340,-55,395,191,-8
135,267,-7,1083,127,37,32,358,162,356,162,116,29,10744,341,-55,396,191,-7
124,254,-16,1039,125,32,35,362,146,362,146,108,27,10584,324,-63,387,254,-16
124,254,-16,1039,125,32,35,362,146,362,146,108,27,10584,324,-63,387,254,-16
124,255,-15,1038,125,32,35,362,146,362,146,108,27,10599,325,-63,388,255,-15
124,255,-15,1038,125,32,35,362,146,362,146,108,27,10599,325,-63,388,255,-15
124,255,-15,1038,125,32,35,362,146,362,146,108,27,10599,325,-63,388,255,-15
124,255,-15,1038,125,32,35,362,146,362,146,108,27,10599,325,-63,388,255,-15
124,255,-15,1038,125,32,35,362,146,362,146,108,27,10599,325,-63,388,255,-15
124,255,-15,1038,125,32,35,362,146,362,146,108,27,10599,325,-63,388,255,-15
124,255,-15,1038,125,32,35,362,146,362,146,108,27,10599,325,-63,388,255,-15
124,255,-15,1038,125,32,35,362,146,362,146,108,27,10599,325,-63,388,255,-15
124,255,-15,1038,125,32,35,362,146,362,146,108,27,10599,325,-63,388,255,-15
124,255,-15,1038,125,32,35,362,146,362,146,108,27,10599,325,-63,388,255,-15
124,255,-15,1038,125,32,35,362,146,362,146,108,27,10599,325,-63,388,255,-15
125,256,-15,1048,125,33,34,362,149,362,149,109,28,10619,326,-62,388,256,-15
125,256,-15,1048,125,33,34,362,149,362,149,109,28,10619,326,-62,388,256,-15
124,255,-15,1038,125,32,35,362,146,362,146,108,27,10599,325,-63,388,255,-15
135,267,-7,1083,127,37,32,358,162,356,162,116,29,10744,341,-55,396,191,-7
131,263,-9,1067,125,35,33,360,157,360,157,111,28,10655,333,-55,388,263,-9
124,255,-15,1038,125,32,35,362,146,362,146,108,27,10599,325,-63,388,255,-15
124,255,-15,1038,125,32,35,362,146,362,146,108,27,10599,325,-63,388,255,-15
124,255,-15,1038,125,32,35,362,146,362,146,108,27,10599,325,-63,388,255,-15
