gf85bi701,gf85bi7010,gf85bi7011,gf85bi7012,gf85bi7013,gf85bi7014,gf85bi7015,gf85bi7016,gf85bi7017,gf85bi7018,gf85bi7019,gf85bi702,gf85bi703,gf85bi704,gf85bi705,gf85bi706,gf85bi707,gf85bi708,gf85bi709
139,272,-6,1079,131,39,34,378,160,329,160,114,28,10949,348,-56,404,272,-6
146,279,-1,1119,134,43,32,378,172,373,172,118,28,11020,358,-53,411,198,-1
139,272,-6,1075,131,38,34,378,159,328,159,114,28,10940,347,-57,404,272,-6
139,272,-7,1079,131,39,34,378,160,329,160,114,28,10957,347,-56,403,272,-7
139,272,-6,1074,130,38,34,377,159,328,159,114,28,10918,347,-57,404,271,-6
139,272,-6,1075,131,38,34,378,159,328,159,114,28,10939,347,-57,404,272,-6
139,272,-6,1075,131,38,34,378,159,328,159,114,28,10939,347,-57,404,272,-6
139,272,-7,1075,131,38,34,378,159,378,159,114,28,10959,347,-57,404,272,-7
141,273,-5,1084,132,39,34,377,160,327,160,114,28,10933,349,-56,405,273,-5
147,281,-1,1123,134,45,31,378,175,370,175,119,28,11065,359,-53,412,199,-1
147,281,-1,1123,134,45,31,378,175,370,175,119,28,11065,359,-53,412,199,-1
147,281,-1,1123,134,45,31,378,175,370,175,119,28,11065,359,-53,412,199,-1
141,273,-5,1083,131,39,33,375,160,375,160,115,28,10946,349,-57,406,273,-5
141,273,-5,1083,131,39,33,375,160,375,160,115,28,10946,349,-57,406,273,-5
141,273,-5,1083,131,39,33,375,160,375,160,115,28,10946,349,-57,406,273,-5
139,272,-6,1075,131,38,34,378,159,328,159,114,28,10939,347,-57,404,272,-6
148,280,0,1124,134,45,31,380,175,365,175,119,28,11027,359,-52,411,199,0
147,281,-1,1123,134,45,31,378,175,370,175,119,28,11065,359,-53,412,199,-1
139,272,-7,1079,131,39,34,378,160,329,160,114,28,10957,347,-56,403,272,-7
145,279,-1,1116,133,42,32,376,169,376,169,117,28,11008,356,-53,409,197,-1
146,279,0,1118,133,43,32,377,172,373,172,118,28,11008,358,-52,410,198,0
146,279,0,1118,133,43,32,377,172,373,172,118,28,11008,358,-52,410,198,0
145,279,-1,1116,133,42,32,376,169,376,169,117,28,11008,356,-53,409,197,-1
139,272,-7,1078,131,39,34,378,160,329,160,114,28,10940,347,-56,403,271,-7
139,272,-7,1073,130,38,34,377,159,328,159,113,27,10941,347,-57,404,271,-7
145,278,-1,1116,133,42,32,376,169,376,169,117,28,10998,356,-53,409,196,-1
147,280,0,1121,134,45,31,377,175,368,175,119,28,11030,359,-52,411,199,0
139,272,-6,1079,131,39,34,378,160,329,160,114,28,10927,347,-56,403,271,-6
145,279,-1,1116,133,42,32,376,169,376,169,117,28,11008,356,-53,409,197,-1
140,273,-6,1086,132,39,34,378,161,328,161,114,28,10940,348,-56,404,272,-6
139,272,-7,1070,130,38,34,377,157,328,157,113,27,10946,347,-57,404,272,-7
145,279,-1,1116,133,42,32,376,169,376,169,117,28,11008,356,-53,409,197,-1
139,272,-7,1070,130,38,34,377,157,328,157,113,27,10946,347,-57,404,272,-7
139,272,-6,1070,130,38,34,377,157,377,157,113,27,10941,347,-57,404,272,-6
141,274,-5,1086,131,39,33,375,161,326,161,115,28,10951,349,-56,405,273,-5
143,276,-3,1112,132,42,33,378,168,378,168,116,28,10979,353,-54,407,276,-3
139,272,-6,1079,131,39,34,378,160,329,160,114,28,10916,347,-56,403,271,-6
139,272,-6,1079,131,39,34,378,160,329,160,114,28,10916,347,-56,403,271,-6
141,274,-5,1088,131,39,33,375,161,326,161,114,28,10951,349,-56,405,273,-5
141,274,-5,1088,131,39,33,375,161,326,161,114,28,10951,349,-56,405,273,-5
147,280,0,1122,134,45,31,377,175,369,175,119,28,11030,359,-52,411,199,0
147,280,-1,1123,134,45,31,377,175,370,175,119,28,11051,358,-53,411,199,-1
139,272,-6,1070,130,38,34,377,157,328,157,114,28,10937,347,-57,404,272,-6
143,276,-3,1106,132,40,33,377,166,328,166,116,28,10973,353,-54,407,276,-3
139,272,-6,1073,130,38,34,377,159,328,159,113,28,10940,347,-56,403,272,-6
139,272,-6,1077,130,39,34,377,160,329,160,114,28,10916,347,-56,403,271,-6
139,272,-6,1077,130,39,34,377,160,329,160,114,28,10916,347,-56,403,271,-6
143,277,-3,1115,132,42,33,378,169,329,169,116,28,10999,353,-53,406,276,-3
141,274,-5,1093,133,39,33,378,161,327,161,114,28,10959,349,-56,405,273,-5
141,274,-5,1093,133,39,33,378,161,327,161,114,28,10959,349,-56,405,273,-5
148,281,0,1122,134,45,31,379,175,317,175,119,28,11031,359,-52,411,199,0
140,273,-5,1110,134,40,33,382,163,331,163,114,28,10967,348,-57,405,273,-5
147,279,0,1124,134,43,32,377,173,373,173,118,28,11000,358,-52,410,198,0
139,272,-7,1075,130,38,34,378,159,329,159,113,28,10952,347,-56,403,272,-7
148,281,1,1124,134,45,31,379,176,368,176,119,28,11037,359,-52,411,200,1
141,273,-5,1088,132,39,33,378,161,328,161,114,28,10952,348,-56,404,273,-5
141,273,-5,1092,132,39,33,378,161,328,161,113,27,10952,348,-56,404,273,-5
139,272,-7,1075,130,38,34,378,159,329,159,113,28,10952,347,-56,403,272,-7
139,272,-6,1076,130,39,34,378,160,329,160,113,28,10906,346,-57,403,271,-6
142,275,-4,1107,133,40,33,378,166,378,166,115,28,10967,350,-55,405,275,-4
140,273,-6,1090,132,39,34,379,161,329,161,113,27,10950,348,-56,404,273,-6
140,273,-6,1090,132,39,34,379,161,329,161,113,27,10950,348,-56,404,273,-6
140,273,-6,1090,132,39,34,379,161,329,161,113,27,10950,348,-56,404,273,-6
138,272,-7,1073,130,38,34,378,159,329,159,113,28,10918,347,-56,403,271,-7
139,272,-6,1076,130,39,34,378,160,329,160,113,28,10918,346,-57,403,271,-6
139,272,-6,1076,130,39,34,378,160,329,160,113,28,10918,346,-57,403,271,-6
138,271,-7,1074,130,38,34,378,159,329,159,112,27,10901,345,-57,402,270,-7
138,271,-7,1074,130,38,34,378,159,329,159,112,27,10901,345,-57,402,270,-7
146,280,-1,1126,134,45,31,378,176,370,176,118,28,11040,358,-53,411,198,-1
139,272,-6,1092,132,40,33,380,162,380,162,113,28,10917,346,-56,402,272,-6
139,272,-6,1092,132,40,33,380,162,380,162,113,28,10917,346,-56,402,272,-6
140,273,-5,1086,132,39,33,377,161,327,161,113,28,10916,347,-55,402,272,-5
140,273,-5,1086,132,39,33,377,161,327,161,113,28,10916,347,-55,402,272,-5
140,273,-5,1086,132,39,33,377,161,327,161,113,28,10916,347,-55,402,272,-5
140,273,-5,1086,132,39,33,377,161,327,161,113,28,10916,347,-55,402,272,-5
140,273,-5,1086,132,39,33,377,161,327,161,113,28,10916,347,-55,402,272,-5
139,272,-6,1078,130,39,34,378,161,329,161,113,28,10916,346,-56,402,271,-6
139,271,-6,1083,131,39,33,379,161,329,161,113,28,10906,346,-57,403,271,-6
139,272,-6,1078,130,39,34,378,161,329,161,113,28,10916,346,-56,402,271,-6
139,272,-6,1078,130,39,34,378,161,329,161,113,28,10916,346,-56,402,271,-6
139,271,-6,1083,131,39,33,379,161,329,161,113,28,10906,346,-57,403,271,-6
138,271,-7,1070,129,38,34,377,157,329,157,112,27,10882,345,-56,401,270,-7
138,271,-7,1070,129,38,34,377,157,329,157,112,27,10882,345,-56,401,270,-7
139,272,-6,1078,130,39,34,378,161,329,161,113,28,10916,346,-56,402,271,-6
139,272,-6,1078,130,39,34,378,161,329,161,113,28,10916,346,-56,402,271,-6
139,272,-6,1078,130,39,34,378,161,329,161,113,28,10916,346,-56,402,271,-6
139,271,-6,1083,131,39,33,379,161,329,161,113,28,10906,346,-57,403,271,-6
144,277,-2,1114,131,42,32,376,170,376,170,116,28,10981,354,-54,408,277,-2
144,277,-2,1114,131,42,32,376,170,376,170,116,28,10981,354,-54,408,277,-2
144,277,-2,1114,131,42,32,376,170,376,170,116,28,10981,354,-54,408,277,-2
140,273,-5,1086,132,39,33,377,161,327,161,113,28,10916,347,-55,402,272,-5
139,271,-6,1083,131,39,33,379,161,329,161,113,28,10906,346,-57,403,271,-6
139,271,-6,1083,131,39,33,379,161,329,161,113,28,10906,346,-57,403,271,-6
139,272,-6,1075,130,39,34,378,160,329,160,113,28,10927,346,-57,403,271,-6
139,272,-6,1075,130,39,34,378,160,329,160,113,28,10927,346,-57,403,271,-6
138,271,-7,1070,129,38,34,377,157,329,157,112,27,10882,345,-56,401,270,-7
144,277,-2,1115,132,42,33,379,169,329,169,116,28,10973,353,-52,405,277,-2
145,278,-1,1114,132,42,32,375,170,327,170,116,28,10960,355,-53,408,277,-1
138,271,-7,1075,130,38,34,378,159,378,159,112,27,10896,345,-56,401,271,-7
139,271,-6,1083,131,39,33,379,161,329,161,113,28,10906,346,-57,403,271,-6
138,271,-7,1074,130,38,34,378,159,329,159,112,27,10882,345,-56,401,270,-7
138,271,-7,1074,130,38,34,378,159,329,159,112,27,10882,345,-56,401,270,-7
138,271,-7,1072,129,38,34,377,159,329,159,112,27,10887,345,-56,401,270,-7
138,271,-7,1072,129,38,34,377,159,329,159,112,27,10887,345,-56,401,270,-7
139,271,-6,1083,131,39,33,379,161,329,161,113,28,10906,346,-57,403,271,-6
145,278,-1,1114,132,42,32,375,170,375,170,116,28,10953,355,-53,408,278,-1
139,272,-6,1077,130,39,34,377,161,328,161,113,28,10912,346,-56,402,271,-6
139,272,-6,1092,132,40,33,380,162,380,162,113,28,10918,346,-56,402,272,-6
139,272,-6,1092,132,40,33,380,162,380,162,113,28,10918,346,-56,402,272,-6
139,272,-6,1092,132,40,33,380,162,380,162,113,28,10918,346,-56,402,272,-6
145,278,-1,1115,132,42,32,376,170,376,170,115,28,10980,354,-52,406,278,-1
139,272,-6,1077,130,39,34,377,161,328,161,113,28,10926,346,-56,402,271,-6
139,272,-6,1077,130,39,34,377,161,328,161,113,28,10926,346,-56,402,271,-6
139,272,-6,1086,131,39,33,379,161,330,161,112,27,10924,346,-56,402,272,-6
139,272,-6,1077,130,39,34,377,161,328,161,113,28,10926,346,-56,402,271,-6
138,271,-7,1072,129,38,34,377,159,329,159,112,27,10887,345,-56,401,270,-7
139,272,-6,1077,130,39,34,377,161,328,161,113,28,10912,346,-56,402,271,-6
139,272,-6,1077,130,39,34,377,161,328,161,113,28,10926,346,-56,402,271,-6
139,272,-6,1077,130,39,34,377,161,328,161,113,28,10912,346,-56,402,271,-6
139,272,-6,1077,130,39,34,377,161,328,161,113,28,10926,346,-56,402,271,-6
148,281,1,1127,135,45,31,380,176,368,176,118,28,11043,359,-52,411,200,1
139,272,-6,1077,130,39,34,377,161,328,161,113,28,10926,346,-56,402,271,-6
140,273,-5,1085,131,39,33,376,161,327,161,112,27,10903,347,-55,402,272,-5
140,273,-5,1085,131,39,33,376,161,327,161,112,27,10903,347,-55,402,272,-5
140,273,-5,1085,131,39,33,376,161,327,161,112,27,10903,347,-55,402,272,-5
140,273,-5,1085,131,39,33,376,161,327,161,112,27,10903,347,-55,402,272,-5
140,273,-5,1085,131,39,33,376,161,327,161,112,27,10903,347,-55,402,272,-5
139,272,-6,1077,130,39,34,377,161,328,161,113,28,10912,346,-56,402,271,-6
139,272,-6,1077,130,39,34,377,161,328,161,113,28,10912,346,-56,402,271,-6
139,272,-6,1077,130,39,34,377,161,328,161,113,28,10912,346,-56,402,271,-6
139,272,-6,1077,130,39,34,377,161,328,161,113,28,10926,346,-56,402,271,-6
139,271,-6,1075,130,38,34,378,159,329,159,112,27,10876,345,-56,401,271,-6
139,271,-6,1075,130,38,34,378,159,329,159,112,27,10876,345,-56,401,271,-6
139,272,-6,1077,130,39,34,377,161,328,161,113,28,10926,346,-56,402,271,-6
139,272,-6,1077,130,39,34,377,161,328,161,113,28,10926,346,-56,402,271,-6
139,272,-6,1077,130,39,34,377,161,328,161,113,28,10926,346,-56,402,271,-6
139,272,-6,1077,130,39,34,377,161,328,161,113,28,10912,346,-56,402,271,-6
139,272,-6,1077,130,39,34,377,161,328,161,113,28,10912,346,-56,402,271,-6
139,272,-6,1077,130,39,34,377,161,328,161,113,28,10926,346,-56,402,271,-6
139,272,-6,1077,130,39,34,377,161,328,161,113,28,10912,346,-56,402,271,-6
139,272,-6,1077,130,39,34,377,161,328,161,113,28,10926,346,-56,402,271,-6
139,271,-6,1072,129,38,34,377,159,329,159,112,27,10863,345,-56,401,270,-6
139,272,-6,1077,130,39,34,377,161,328,161,113,28,10912,346,-56,402,271,-6
139,272,-6,1077,130,39,34,377,161,328,161,113,28,10912,346,-56,402,271,-6
139,272,-6,1077,130,39,34,377,161,328,161,113,28,10912,346,-56,402,271,-6
139,272,-6,1077,130,39,34,377,161,328,161,113,28,10912,346,-56,402,271,-6
140,273,-5,1085,131,39,33,376,161,327,161,112,27,10903,347,-55,402,272,-5
139,272,-6,1077,130,39,34,377,161,328,161,113,28,10926,346,-56,402,271,-6
139,272,-6,1077,130,39,34,377,161,328,161,113,28,10912,346,-56,402,271,-6
139,272,-6,1077,130,39,34,377,161,328,161,113,28,10912,346,-56,402,271,-6
138,271,-7,1076,130,38,34,378,160,329,160,112,27,10890,345,-56,401,270,-7
139,272,-5,1077,130,39,34,377,161,328,161,112,27,10870,346,-56,402,271,-5
138,271,-7,1076,130,38,34,378,160,329,160,112,27,10890,345,-56,401,270,-7
139,272,-5,1077,130,39,34,377,161,328,161,112,27,10870,346,-56,402,271,-5
139,272,-6,1077,130,39,34,377,161,328,161,112,27,10897,346,-56,402,271,-6
139,272,-6,1077,130,39,34,377,161,328,161,112,27,10897,346,-56,402,271,-6
139,272,-6,1077,130,39,34,377,161,328,161,112,27,10897,346,-56,402,271,-6
139,272,-5,1077,130,39,34,377,161,328,161,112,27,10870,346,-56,402,271,-5
139,272,-5,1077,130,39,34,377,161,328,161,112,27,10870,346,-56,402,271,-5
139,272,-5,1077,130,39,34,377,161,328,161,112,27,10874,346,-56,402,271,-5
139,272,-5,1077,130,39,34,377,161,328,161,112,27,10870,346,-56,402,271,-5
139,272,-5,1077,130,39,34,377,161,328,161,112,27,10870,346,-56,402,271,-5
138,271,-6,1072,129,38,34,377,159,329,159,112,27,10871,345,-56,401,270,-6
139,272,-6,1077,130,39,34,377,161,328,161,112,27,10897,346,-56,402,271,-6
139,272,-5,1077,130,39,34,377,161,328,161,112,27,10870,346,-56,402,271,-5
139,272,-5,1077,130,39,34,377,161,328,161,112,27,10870,346,-56,402,271,-5
139,272,-6,1077,130,39,34,377,161,328,161,112,27,10897,346,-56,402,271,-6
139,272,-6,1077,130,39,34,377,161,328,161,112,27,10897,346,-56,402,271,-6
139,272,-5,1077,130,39,34,377,161,328,161,112,27,10870,346,-56,402,271,-5
139,272,-6,1077,130,39,34,377,161,328,161,112,27,10903,346,-56,402,271,-6
139,272,-6,1077,130,39,34,377,161,328,161,112,27,10903,346,-56,402,271,-6
140,273,-5,1096,132,40,33,379,163,329,163,112,27,10941,347,-55,402,273,-5
140,273,-5,1096,132,40,33,379,163,329,163,112,27,10941,347,-55,402,273,-5
140,273,-5,1096,132,40,33,379,163,329,163,112,27,10941,347,-55,402,273,-5
140,273,-5,1096,132,40,33,379,163,329,163,112,27,10941,347,-55,402,273,-5
139,272,-6,1081,130,39,33,377,161,328,161,112,27,10905,346,-56,402,271,-6
140,273,-5,1096,132,40,33,379,163,329,163,112,27,10941,347,-55,402,273,-5
140,273,-6,1097,132,40,33,379,163,329,163,112,27,10951,347,-56,403,273,-6
140,273,-6,1097,132,40,33,379,163,329,163,112,27,10951,347,-56,403,273,-6
143,276,-2,1107,130,42,32,375,169,327,169,114,28,10936,351,-52,403,276,-2
140,273,-5,1100,132,40,33,379,164,329,164,112,27,10941,347,-55,402,273,-5
140,273,-5,1101,132,40,33,379,164,329,164,112,27,10940,347,-55,402,273,-5
139,272,-5,1081,130,39,33,377,161,328,161,112,27,10891,346,-55,401,271,-5
147,280,0,1124,134,43,32,375,174,373,174,116,28,11004,357,-50,407,197,0
138,270,-7,1075,129,38,34,377,160,329,160,111,27,10859,344,-56,400,269,-7
138,271,-6,1075,129,38,34,376,160,328,160,111,27,10857,344,-56,400,270,-6
138,271,-6,1075,129,38,34,376,160,328,160,111,27,10857,344,-56,400,270,-6
138,271,-6,1073,129,38,34,376,160,328,160,110,27,10838,344,-56,400,270,-6
140,273,-4,1101,131,40,33,377,166,328,166,112,27,10905,346,-55,401,272,-4
138,271,-6,1074,129,38,34,376,160,328,160,110,27,10848,344,-56,400,270,-6
138,271,-6,1074,129,38,34,376,160,328,160,110,27,10848,344,-56,400,270,-6
138,271,-6,1074,129,38,34,376,160,328,160,110,27,10848,344,-56,400,270,-6
138,271,-6,1074,129,38,34,376,160,328,160,110,27,10848,344,-56,400,270,-6
138,271,-6,1074,129,38,34,376,160,328,160,110,27,10848,344,-56,400,270,-6
138,271,-6,1074,129,38,34,376,160,328,160,110,27,10848,344,-56,400,270,-6
138,271,-6,1073,129,38,34,376,160,328,160,110,27,10838,344,-56,400,270,-6
138,271,-6,1073,129,38,34,376,160,328,160,110,27,10838,344,-56,400,270,-6
138,271,-6,1075,129,38,34,376,160,328,160,111,27,10842,344,-56,400,270,-6
138,271,-6,1073,129,38,34,376,160,328,160,110,27,10838,344,-56,400,270,-6
139,271,-6,1077,131,38,34,378,160,328,160,111,27,10872,344,-56,400,270,-6
139,271,-6,1077,131,38,34,378,160,328,160,111,27,10872,344,-56,400,270,-6
139,271,-6,1077,131,38,34,378,160,328,160,111,27,10872,344,-56,400,270,-6
139,271,-6,1077,131,38,34,378,160,328,160,111,27,10872,344,-56,400,270,-6
139,271,-6,1077,131,38,34,378,160,328,160,111,27,10872,344,-56,400,270,-6
139,271,-6,1077,131,38,34,378,160,328,160,111,27,10872,344,-56,400,270,-6
148,281,1,1129,134,45,31,377,177,371,177,118,28,11015,359,-50,409,199,1
148,281,1,1129,134,45,31,377,177,371,177,118,28,11015,359,-50,409,199,1
148,281,1,1129,134,45,31,377,177,371,177,118,28,11015,359,-50,409,199,1
148,281,1,1129,134,45,31,377,177,371,177,118,28,11015,359,-50,409,199,1
148,281,1,1129,134,45,31,377,177,371,177,118,28,11015,359,-50,409,199,1
138,270,-6,1077,130,38,34,379,159,330,159,110,27,10850,343,-56,399,270,-6
149,282,2,1125,134,45,31,376,177,322,177,119,29,11012,361,-49,410,200,2
138,270,-6,1077,130,38,34,379,159,330,159,110,27,10850,343,-56,399,270,-6
139,271,-5,1085,130,39,33,377,162,329,162,111,27,10866,345,-56,401,271,-5
149,282,2,1125,134,45,31,376,177,322,177,119,29,11012,361,-49,410,200,2
149,282,2,1125,134,45,31,376,177,322,177,119,29,11012,361,-49,410,200,2
139,272,-5,1075,129,38,34,376,160,328,160,111,27,10879,345,-55,400,271,-5
138,271,-6,1075,130,38,34,379,159,330,159,110,27,10838,343,-55,398,269,-6
138,271,-6,1075,130,38,34,379,159,330,159,110,27,10838,343,-55,398,269,-6
138,271,-6,1076,130,38,34,379,159,330,159,110,27,10847,343,-55,398,270,-6
138,271,-6,1076,130,38,34,379,159,330,159,110,27,10847,343,-55,398,270,-6
138,271,-6,1076,130,38,34,379,159,330,159,110,27,10847,343,-55,398,270,-6
138,271,-6,1076,130,38,34,379,159,330,159,110,27,10847,343,-55,398,270,-6
138,271,-6,1076,130,38,34,379,159,330,159,110,27,10847,343,-55,398,270,-6
138,271,-6,1076,130,38,34,379,159,330,159,110,27,10847,343,-55,398,270,-6
138,271,-6,1076,130,38,34,379,159,330,159,110,27,10847,343,-55,398,270,-6
138,271,-6,1076,130,38,34,379,159,330,159,110,27,10847,343,-55,398,270,-6
138,271,-6,1076,130,38,34,379,159,330,159,110,27,10847,343,-55,398,270,-6
149,282,3,1125,134,45,31,376,178,367,178,118,28,11014,360,-50,410,201,3
138,271,-6,1076,130,38,34,379,159,330,159,110,27,10847,343,-55,398,270,-6
138,271,-6,1076,130,38,34,379,159,330,159,110,27,10847,343,-55,398,270,-6
138,271,-6,1076,130,38,34,379,159,330,159,110,27,10847,343,-55,398,270,-6
150,283,2,1123,134,45,31,377,178,318,178,118,28,11040,360,-51,411,201,2
138,271,-6,1076,130,38,34,379,159,330,159,110,27,10847,343,-55,398,270,-6
149,282,3,1125,134,45,31,376,177,368,177,118,28,11021,360,-49,409,201,3
138,271,-6,1076,130,38,34,379,159,330,159,110,27,10847,343,-55,398,270,-6
138,271,-6,1076,130,38,34,379,159,330,159,110,27,10847,343,-55,398,270,-6
138,271,-6,1076,130,38,34,379,159,330,159,110,27,10847,343,-55,398,270,-6
138,271,-6,1076,130,38,34,379,159,330,159,110,27,10847,343,-55,398,270,-6
138,271,-6,1076,130,38,34,379,159,330,159,110,27,10847,343,-55,398,270,-6
138,271,-6,1076,130,38,34,379,159,330,159,110,27,10847,343,-55,398,270,-6
138,271,-6,1076,130,38,34,379,159,330,159,110,27,10847,343,-55,398,270,-6
138,271,-6,1076,130,38,34,379,159,330,159,110,27,10847,343,-55,398,270,-6
138,270,-7,1078,130,38,34,379,159,330,159,110,27,10865,341,-55,396,269,-7
138,270,-7,1078,130,38,34,379,159,330,159,110,27,10865,341,-55,396,269,-7
138,270,-7,1078,130,38,34,379,159,330,159,110,27,10865,341,-55,396,269,-7
138,270,-7,1078,130,38,34,379,159,330,159,110,27,10865,341,-55,396,269,-7
138,270,-7,1078,130,38,34,379,159,330,159,110,27,10865,341,-55,396,269,-7
138,271,-6,1075,129,38,34,376,160,328,160,110,27,10856,344,-55,399,270,-6
138,271,-6,1075,129,38,34,376,160,328,160,110,27,10856,344,-55,399,270,-6
138,271,-6,1075,129,38,34,376,160,328,160,110,27,10856,344,-55,399,270,-6
138,271,-6,1075,129,38,34,376,160,328,160,110,27,10856,344,-55,399,270,-6
138,271,-6,1076,130,38,34,379,159,330,159,110,27,10847,343,-54,397,270,-6
138,270,-7,1078,130,38,34,379,159,330,159,110,27,10865,341,-55,396,269,-7
138,271,-6,1076,130,38,34,379,159,330,159,110,27,10847,343,-54,397,270,-6
148,280,2,1128,134,44,31,375,176,373,176,117,28,10981,358,-50,408,199,2
148,280,2,1128,134,44,31,375,176,373,176,117,28,10981,358,-50,408,199,2
148,280,2,1128,134,44,31,375,176,373,176,117,28,10981,358,-50,408,199,2
148,280,2,1128,134,44,31,375,176,373,176,117,28,10981,358,-50,408,199,2
148,280,2,1128,134,44,31,375,176,373,176,117,28,10981,358,-50,408,199,2
148,280,2,1128,134,44,31,375,176,373,176,117,28,10981,358,-50,408,199,2
148,280,2,1128,134,44,31,375,176,373,176,117,28,10981,358,-50,408,199,2
148,280,2,1128,134,44,31,375,176,373,176,117,28,10981,358,-50,408,199,2
148,280,2,1128,134,44,31,375,176,373,176,117,28,10981,358,-50,408,199,2
148,280,2,1128,134,44,31,375,176,373,176,117,28,10981,358,-50,408,199,2
148,280,2,1128,134,44,31,375,176,373,176,117,28,10981,358,-50,408,199,2
151,283,3,1123,134,45,31,380,176,312,176,118,28,11022,360,-50,410,202,3
151,283,3,1123,134,45,31,380,176,312,176,118,28,11022,360,-50,410,202,3
151,283,3,1123,134,45,31,380,176,312,176,118,28,11022,360,-50,410,202,3
138,271,-6,1076,130,38,34,379,159,330,159,110,27,10847,343,-54,397,270,-6
138,271,-6,1076,130,38,34,379,159,330,159,110,27,10847,343,-54,397,270,-6
149,282,2,1130,134,45,31,376,179,370,179,118,28,11005,359,-49,408,200,2
147,280,2,1123,134,43,32,374,175,325,175,116,28,10973,357,-50,407,198,2
149,282,2,1130,134,45,31,376,179,370,179,118,28,11005,359,-49,408,200,2
149,282,3,1124,134,45,31,373,179,368,179,118,28,11014,360,-49,409,200,3
138,270,-6,1076,130,38,34,379,159,330,159,109,27,10818,341,-55,396,269,-6
138,270,-6,1076,130,38,34,379,159,330,159,109,27,10818,341,-55,396,269,-6
138,271,-5,1075,130,38,34,379,159,330,159,109,27,10827,342,-55,397,270,-5
138,271,-5,1075,130,38,34,379,159,330,159,109,27,10827,342,-55,397,270,-5
138,271,-5,1075,130,38,34,379,159,330,159,109,27,10827,342,-55,397,270,-5
138,271,-5,1075,130,38,34,379,159,330,159,109,27,10827,342,-55,397,270,-5
138,271,-5,1075,130,38,34,379,159,330,159,109,27,10827,342,-55,397,270,-5
138,271,-5,1075,130,38,34,379,159,330,159,109,27,10827,342,-55,397,270,-5
138,271,-5,1075,130,38,34,379,159,330,159,109,27,10827,342,-55,397,270,-5
138,271,-5,1075,130,38,34,379,159,330,159,109,27,10827,342,-55,397,270,-5
138,271,-5,1075,130,38,34,379,159,330,159,109,27,10827,342,-55,397,270,-5
138,271,-5,1075,130,38,34,379,159,330,159,109,27,10827,342,-55,397,270,-5
138,271,-5,1075,130,38,34,379,159,330,159,109,27,10827,342,-55,397,270,-5
139,271,-5,1081,129,40,33,376,164,328,164,110,27,10847,343,-54,397,270,-5
139,271,-5,1081,129,40,33,376,164,328,164,110,27,10847,343,-54,397,270,-5
138,271,-5,1075,130,38,34,379,159,330,159,109,27,10827,342,-55,397,270,-5
149,282,3,1124,134,45,31,373,179,368,179,118,28,11014,360,-49,409,200,3
145,278,1,1107,130,42,32,375,172,375,172,112,28,10918,352,-48,400,278,1
138,271,-5,1075,130,38,34,379,159,330,159,109,27,10827,342,-55,397,270,-5
138,271,-5,1075,130,38,34,379,159,330,159,109,27,10827,342,-55,397,270,-5
138,271,-5,1075,130,38,34,379,159,330,159,109,27,10827,342,-55,397,270,-5
138,271,-5,1075,130,38,34,379,159,330,159,109,27,10827,342,-55,397,270,-5
148,281,2,1133,135,45,31,377,179,370,179,117,28,11004,359,-50,409,199,2
