gf45bi501,gf45bi5010,gf45bi5011,gf45bi5012,gf45bi5013,gf45bi5014,gf45bi5015,gf45bi5016,gf45bi5017,gf45bi5018,gf45bi5019,gf45bi502,gf45bi503,gf45bi504,gf45bi505,gf45bi506,gf45bi507,gf45bi508,gf45bi509
125,256,-18,1039,134,38,36,357,145,357,150,118,29,10658,329,-69,398,181,0
116,247,-24,995,125,33,38,358,133,358,133,113,28,10564,320,-77,397,247,-24
121,251,-20,1023,129,34,37,362,139,362,141,115,29,10599,324,-72,396,251,-3
117,247,-24,997,125,33,37,358,134,358,134,113,28,10554,320,-77,397,247,-24
117,246,-23,998,125,33,37,358,135,358,135,113,28,10525,320,-76,396,246,-23
117,246,-23,998,125,33,37,358,135,358,135,113,28,10525,320,-76,396,246,-23
122,252,-20,1031,130,35,37,363,141,363,143,115,28,10609,325,-72,397,252,-3
119,249,-22,1012,126,33,37,361,136,361,136,114,28,10593,321,-75,396,249,-22
119,249,-22,1012,126,33,37,361,136,361,136,114,28,10593,321,-75,396,249,-22
126,257,-17,1037,135,38,36,359,144,354,150,119,29,10661,329,-69,398,182,1
118,249,-23,1025,128,34,37,365,138,365,138,114,28,10587,321,-74,395,249,-23
125,255,-17,1038,134,36,36,359,143,359,148,117,29,10617,328,-68,396,255,0
117,247,-24,1000,126,33,37,359,134,359,134,112,28,10570,319,-77,396,247,-24
126,256,-17,1040,134,38,36,358,145,356,151,118,29,10638,330,-68,398,181,1
118,248,-22,1007,126,33,38,360,136,360,136,113,28,10546,320,-74,394,248,-22
118,248,-22,1009,126,33,37,360,136,360,136,113,28,10546,320,-74,394,248,-22
117,247,-24,1000,126,33,37,359,134,359,134,112,28,10570,319,-77,396,247,-24
117,247,-23,999,126,33,37,359,135,359,135,113,28,10532,319,-76,395,247,-23
120,251,-21,1026,129,34,37,363,139,363,141,114,28,10587,323,-72,395,251,-4
118,248,-23,1009,126,33,37,360,136,360,136,113,28,10575,319,-76,395,248,-23
118,248,-23,1009,126,33,37,360,136,360,136,113,28,10575,319,-76,395,248,-23
118,248,-23,1009,126,33,37,360,136,360,136,113,28,10575,319,-76,395,248,-23
116,246,-24,997,126,33,37,359,134,359,134,112,28,10545,318,-77,395,246,-24
117,246,-23,999,126,33,37,359,135,359,135,112,28,10528,319,-76,395,246,-23
117,246,-23,999,126,33,37,359,135,359,135,112,28,10528,319,-76,395,246,-23
116,245,-25,998,126,33,37,359,134,359,134,112,28,10533,318,-78,396,245,-25
116,245,-25,998,126,33,37,359,134,359,134,112,28,10533,318,-78,396,245,-25
125,255,-17,1043,134,38,36,359,145,359,151,118,29,10629,329,-69,398,255,0
117,247,-23,1011,126,34,37,361,137,361,137,113,28,10525,319,-75,394,247,-23
117,247,-23,1011,126,34,37,361,137,361,137,113,28,10525,319,-75,394,247,-23
118,248,-22,1006,125,33,37,359,136,359,136,113,28,10540,319,-74,393,248,-22
118,248,-22,1006,125,33,37,359,136,359,136,113,28,10540,319,-74,393,248,-22
118,248,-22,1006,125,33,37,359,136,359,136,113,28,10540,319,-74,393,248,-22
118,248,-22,1006,125,33,37,359,136,359,136,113,28,10540,319,-74,393,248,-22
118,248,-22,1006,125,33,37,359,136,359,136,113,28,10540,319,-74,393,248,-22
117,246,-23,1001,126,33,37,359,136,359,136,112,28,10528,319,-76,395,246,-23
117,246,-24,1005,126,33,37,360,136,360,136,112,28,10517,318,-75,393,246,-24
117,246,-23,1001,126,33,37,359,136,359,136,112,28,10528,319,-76,395,246,-23
117,246,-23,1001,126,33,37,359,136,359,136,112,28,10528,319,-76,395,246,-23
117,246,-24,1005,126,33,37,360,136,360,136,112,28,10517,318,-75,393,246,-24
116,245,-24,995,126,33,38,358,133,358,133,112,28,10502,318,-77,395,245,-24
116,245,-24,995,126,33,38,358,133,358,133,112,28,10502,318,-77,395,245,-24
117,246,-23,1001,126,33,37,359,136,359,136,112,28,10528,319,-76,395,246,-23
117,246,-23,1001,126,33,37,359,136,359,136,112,28,10528,319,-76,395,246,-23
117,246,-23,1001,126,33,37,359,136,359,136,112,28,10528,319,-76,395,246,-23
117,246,-24,1005,126,33,37,360,136,360,136,112,28,10517,318,-75,393,246,-24
122,252,-19,1032,131,35,36,362,141,362,145,115,29,10584,325,-70,395,252,-2
122,252,-19,1032,131,35,36,362,141,362,145,115,29,10584,325,-70,395,252,-2
122,252,-19,1032,131,35,36,362,141,362,145,115,29,10584,325,-70,395,252,-2
118,248,-22,1006,125,33,37,359,136,359,136,113,28,10540,319,-74,393,248,-22
117,246,-24,1005,126,33,37,360,136,360,136,112,28,10517,318,-75,393,246,-24
117,246,-24,1005,126,33,37,360,136,360,136,112,28,10517,318,-75,393,246,-24
117,246,-24,998,126,33,37,359,135,359,135,112,28,10539,319,-76,395,246,-24
117,246,-24,998,126,33,37,359,135,359,135,112,28,10539,319,-76,395,246,-24
116,245,-24,995,126,33,38,358,133,358,133,112,28,10502,318,-77,395,245,-24
122,252,-19,1032,130,35,37,363,141,363,143,115,29,10573,325,-71,396,252,-2
123,253,-18,1032,132,35,36,361,141,361,145,116,29,10572,326,-69,395,253,-1
116,246,-24,1000,126,33,37,359,134,359,134,112,28,10511,318,-77,395,246,-24
117,246,-24,1005,126,33,37,360,136,360,136,112,28,10517,318,-75,393,246,-24
116,245,-24,998,126,33,37,359,134,359,134,112,28,10514,318,-77,395,245,-24
116,245,-24,998,126,33,37,359,134,359,134,112,28,10514,318,-77,395,245,-24
116,245,-24,996,126,33,37,358,134,358,134,112,28,10514,318,-77,395,245,-24
116,245,-24,996,126,33,37,358,134,358,134,112,28,10514,318,-77,395,245,-24
117,246,-24,1005,126,33,37,360,136,360,136,112,28,10517,318,-75,393,246,-24
123,253,-18,1032,132,35,36,361,141,361,145,116,29,10577,326,-68,394,253,-1
117,246,-23,1000,126,33,37,358,136,358,136,112,28,10521,318,-76,394,246,-23
117,247,-23,1011,126,34,37,361,137,361,137,112,28,10536,318,-75,393,247,-23
117,247,-23,1011,126,34,37,361,137,361,137,112,28,10536,318,-75,393,247,-23
117,247,-23,1011,126,34,37,361,137,361,137,112,28,10536,318,-75,393,247,-23
123,253,-18,1033,132,35,37,362,141,362,145,115,29,10572,326,-69,395,253,-1
117,246,-23,1000,126,33,37,358,136,358,136,112,28,10523,318,-76,394,246,-23
117,246,-23,1000,126,33,37,358,136,358,136,112,28,10523,318,-76,394,246,-23
117,247,-24,1005,126,33,37,360,136,360,136,112,28,10554,318,-77,395,247,-24
117,246,-23,1000,126,33,37,358,136,358,136,112,28,10523,318,-76,394,246,-23
116,245,-24,996,126,33,37,358,134,358,134,112,28,10505,318,-77,395,245,-24
117,246,-23,1000,126,33,37,358,136,358,136,112,28,10521,318,-76,394,246,-23
117,246,-23,1000,126,33,37,358,136,358,136,112,28,10523,318,-76,394,246,-23
117,246,-23,1000,126,33,37,358,136,358,136,112,28,10521,318,-76,394,246,-23
117,246,-23,1000,126,33,37,358,136,358,136,112,28,10523,318,-76,394,246,-23
126,256,-16,1042,135,38,36,359,145,356,151,118,29,10631,330,-68,398,182,1
117,246,-23,1000,126,33,37,358,136,358,136,112,28,10523,318,-76,394,246,-23
118,248,-22,1005,125,33,37,358,136,358,136,112,28,10546,319,-74,393,248,-22
118,248,-22,1005,125,33,37,358,136,358,136,112,28,10546,319,-74,393,248,-22
118,248,-22,1005,125,33,37,358,136,358,136,112,28,10546,319,-74,393,248,-22
118,248,-22,1005,125,33,37,358,136,358,136,112,28,10546,319,-74,393,248,-22
118,248,-22,1005,125,33,37,358,136,358,136,112,28,10546,319,-74,393,248,-22
117,246,-23,1000,126,33,37,358,136,358,136,112,28,10521,318,-76,394,246,-23
117,246,-23,1000,126,33,37,358,136,358,136,112,28,10521,318,-76,394,246,-23
117,246,-23,1000,126,33,37,358,136,358,136,112,28,10521,318,-76,394,246,-23
117,246,-23,1000,126,33,37,358,136,358,136,112,28,10523,318,-76,394,246,-23
116,246,-24,1000,126,33,37,359,134,359,134,112,28,10498,318,-77,395,246,-24
116,246,-24,1000,126,33,37,359,134,359,134,112,28,10498,318,-77,395,246,-24
117,246,-23,1000,126,33,37,358,136,358,136,112,28,10523,318,-76,394,246,-23
117,246,-23,1000,126,33,37,358,136,358,136,112,28,10523,318,-76,394,246,-23
117,246,-23,1000,126,33,37,358,136,358,136,112,28,10523,318,-76,394,246,-23
117,246,-23,1000,126,33,37,358,136,358,136,112,28,10521,318,-76,394,246,-23
117,246,-23,1000,126,33,37,358,136,358,136,112,28,10521,318,-76,394,246,-23
117,246,-23,1000,126,33,37,358,136,358,136,112,28,10523,318,-76,394,246,-23
117,246,-23,1000,126,33,37,358,136,358,136,112,28,10521,318,-76,394,246,-23
117,246,-23,1000,126,33,37,358,136,358,136,112,28,10523,318,-76,394,246,-23
116,245,-24,996,126,33,37,358,134,358,134,112,28,10491,318,-77,395,245,-24
117,246,-23,1000,126,33,37,358,136,358,136,112,28,10521,318,-76,394,246,-23
117,246,-23,1000,126,33,37,358,136,358,136,112,28,10521,318,-76,394,246,-23
117,246,-23,1000,126,33,37,358,136,358,136,112,28,10521,318,-76,394,246,-23
117,246,-23,1000,126,33,37,358,136,358,136,112,28,10521,318,-76,394,246,-23
118,248,-22,1005,125,33,37,358,136,358,136,112,28,10546,319,-74,393,248,-22
117,246,-23,1000,126,33,37,358,136,358,136,112,28,10523,318,-76,394,246,-23
117,246,-23,1000,126,33,37,358,136,358,136,112,28,10521,318,-76,394,246,-23
117,246,-23,1000,126,33,37,358,136,358,136,112,28,10521,318,-76,394,246,-23
116,246,-24,1002,126,33,37,359,136,359,136,111,28,10523,317,-77,394,246,-24
117,246,-22,1000,126,33,37,358,136,358,136,112,28,10478,318,-74,392,246,-22
116,246,-24,1002,126,33,37,359,136,359,136,111,28,10523,317,-77,394,246,-24
117,246,-22,1000,126,33,37,358,136,358,136,112,28,10478,318,-74,392,246,-22
117,246,-23,1000,126,33,37,358,136,358,136,112,28,10505,318,-75,393,246,-23
117,246,-23,1000,126,33,37,358,136,358,136,112,28,10505,318,-75,393,246,-23
117,246,-23,1000,126,33,37,358,136,358,136,112,28,10505,318,-75,393,246,-23
117,246,-22,1000,126,33,37,358,136,358,136,112,28,10478,318,-74,392,246,-22
117,246,-22,1000,126,33,37,358,136,358,136,112,28,10478,318,-74,392,246,-22
117,246,-22,1000,126,33,37,358,136,358,136,112,28,10482,318,-74,392,246,-22
117,246,-22,1000,126,33,37,358,136,358,136,112,28,10478,318,-74,392,246,-22
117,246,-22,1000,126,33,37,358,136,358,136,112,28,10478,318,-74,392,246,-22
116,245,-24,996,126,33,37,358,134,358,134,111,28,10504,317,-77,394,245,-24
117,246,-23,1000,126,33,37,358,136,358,136,112,28,10505,318,-75,393,246,-23
117,246,-22,1000,126,33,37,358,136,358,136,112,28,10478,318,-74,392,246,-22
117,246,-22,1000,126,33,37,358,136,358,136,112,28,10478,318,-74,392,246,-22
117,246,-23,1000,126,33,37,358,136,358,136,112,28,10505,318,-75,393,246,-23
117,246,-23,1000,126,33,37,358,136,358,136,112,28,10505,318,-75,393,246,-23
117,246,-22,1000,126,33,37,358,136,358,136,112,28,10478,318,-74,392,246,-22
117,246,-23,1000,126,33,37,358,136,358,136,111,28,10518,317,-76,393,246,-23
117,246,-23,1000,126,33,37,358,136,358,136,111,28,10518,317,-76,393,246,-23
118,248,-23,1015,126,34,37,362,138,362,138,112,28,10548,319,-74,393,248,-23
118,248,-23,1015,126,34,37,362,138,362,138,112,28,10548,319,-74,393,248,-23
118,248,-23,1015,126,34,37,362,138,362,138,112,28,10548,319,-74,393,248,-23
118,248,-23,1015,126,34,37,362,138,362,138,112,28,10548,319,-74,393,248,-23
117,246,-23,1003,126,33,37,358,136,358,136,111,28,10514,317,-75,392,246,-23
118,248,-23,1015,126,34,37,362,138,362,138,112,28,10548,319,-74,393,248,-23
118,248,-23,1016,126,34,37,362,138,362,138,112,28,10555,319,-74,393,248,-23
118,248,-23,1016,126,34,37,362,138,362,138,112,28,10555,319,-74,393,248,-23
121,251,-19,1026,129,35,37,361,141,361,143,113,28,10535,322,-70,392,251,-2
118,248,-23,1020,127,34,37,362,139,362,139,112,28,10548,319,-74,393,248,-23
118,248,-23,1021,127,34,37,362,139,362,139,112,28,10548,319,-74,393,248,-23
117,246,-23,1003,126,33,37,358,136,358,136,111,28,10499,317,-74,391,246,-23
125,255,-17,1039,134,36,36,360,143,360,149,116,29,10596,328,-67,395,255,0
115,245,-24,1001,126,33,37,358,136,358,136,110,28,10470,316,-76,392,245,-24
116,245,-23,1002,126,33,37,357,136,357,136,110,28,10465,316,-75,391,245,-23
116,245,-23,1002,126,33,37,357,136,357,136,110,28,10465,316,-75,391,245,-23
116,245,-23,999,126,33,37,357,136,357,136,110,28,10449,316,-75,391,245,-23
118,248,-21,1021,127,34,37,362,140,362,141,111,28,10520,318,-72,390,248,-5
116,245,-23,1000,126,33,37,357,136,357,136,110,28,10460,316,-76,392,245,-23
116,245,-23,1000,126,33,37,357,136,357,136,110,28,10460,316,-76,392,245,-23
116,245,-23,1000,126,33,37,357,136,357,136,110,28,10460,316,-76,392,245,-23
116,245,-23,1000,126,33,37,357,136,357,136,110,28,10460,316,-76,392,245,-23
116,245,-23,1000,126,33,37,357,136,357,136,110,28,10460,316,-76,392,245,-23
116,245,-23,1000,126,33,37,357,136,357,136,110,28,10460,316,-76,392,245,-23
116,245,-23,999,126,33,37,357,136,357,136,110,28,10449,316,-75,391,245,-23
116,245,-23,999,126,33,37,357,136,357,136,110,28,10449,316,-75,391,245,-23
116,245,-23,1002,126,33,37,357,136,357,136,110,28,10460,316,-76,392,245,-23
116,245,-23,999,126,33,37,357,136,357,136,110,28,10449,316,-75,391,245,-23
117,245,-23,1001,126,33,37,359,136,359,136,110,28,10477,316,-74,390,245,-23
117,245,-23,1001,126,33,37,359,136,359,136,110,28,10477,316,-74,390,245,-23
117,245,-23,1001,126,33,37,359,136,359,136,110,28,10477,316,-74,390,245,-23
117,245,-23,1001,126,33,37,359,136,359,136,110,28,10477,316,-74,390,245,-23
117,245,-23,1001,126,33,37,359,136,359,136,110,28,10477,316,-74,390,245,-23
117,245,-23,1001,126,33,37,359,136,359,136,110,28,10477,316,-74,390,245,-23
126,256,-16,1044,134,38,36,359,146,359,152,117,29,10609,330,-68,398,256,1
126,256,-16,1044,134,38,36,359,146,359,152,117,29,10609,330,-68,398,256,1
126,256,-16,1044,134,38,36,359,146,359,152,117,29,10609,330,-68,398,256,1
126,256,-16,1044,134,38,36,359,146,359,152,117,29,10609,330,-68,398,256,1
126,256,-16,1044,134,38,36,359,146,359,152,117,29,10609,330,-68,398,256,1
116,245,-23,1000,126,33,37,357,136,357,136,110,28,10475,316,-75,391,245,-23
127,257,-14,1040,134,38,36,356,146,356,152,118,29,10611,331,-66,397,257,2
116,245,-23,1000,126,33,37,357,136,357,136,110,28,10475,316,-75,391,245,-23
117,246,-23,1004,125,33,37,358,137,358,137,111,28,10490,316,-75,391,246,-23
127,257,-14,1040,134,38,36,356,146,356,152,118,29,10611,331,-66,397,257,2
127,257,-14,1040,134,38,36,356,146,356,152,118,29,10611,331,-66,397,257,2
117,246,-23,1000,126,33,37,358,136,358,136,111,28,10475,316,-74,390,246,-23
116,245,-23,998,126,33,37,357,136,357,136,110,28,10462,316,-75,391,245,-23
116,245,-23,998,126,33,37,357,136,357,136,110,28,10462,316,-75,391,245,-23
116,245,-23,999,126,33,37,357,136,357,136,110,28,10471,316,-75,391,245,-23
116,245,-23,999,126,33,37,357,136,357,136,110,28,10471,316,-75,391,245,-23
116,245,-23,999,126,33,37,357,136,357,136,110,28,10471,316,-75,391,245,-23
116,245,-23,999,126,33,37,357,136,357,136,110,28,10471,316,-75,391,245,-23
116,245,-23,999,126,33,37,357,136,357,136,110,28,10471,316,-75,391,245,-23
116,245,-23,999,126,33,37,357,136,357,136,110,28,10471,316,-75,391,245,-23
116,245,-23,999,126,33,37,357,136,357,136,110,28,10471,316,-75,391,245,-23
116,245,-23,999,126,33,37,357,136,357,136,110,28,10471,316,-75,391,245,-23
116,245,-23,999,126,33,37,357,136,357,136,110,28,10471,316,-75,391,245,-23
128,258,-14,1039,134,38,36,355,145,355,152,117,29,10618,331,-65,396,183,3
116,245,-23,999,126,33,37,357,136,357,136,110,28,10471,316,-75,391,245,-23
116,245,-23,999,126,33,37,357,136,357,136,110,28,10471,316,-75,391,245,-23
116,245,-23,999,126,33,37,357,136,357,136,110,28,10471,316,-75,391,245,-23
128,258,-14,1039,134,38,36,356,144,354,153,118,29,10640,331,-66,397,183,2
116,245,-23,999,126,33,37,357,136,357,136,110,28,10471,316,-75,391,245,-23
127,257,-15,1040,134,38,36,356,146,356,152,117,29,10621,331,-65,396,257,2
116,245,-23,999,126,33,37,357,136,357,136,110,28,10471,316,-75,391,245,-23
116,245,-23,999,126,33,37,357,136,357,136,110,28,10471,316,-75,391,245,-23
116,245,-23,999,126,33,37,357,136,357,136,110,28,10471,316,-75,391,245,-23
116,245,-23,999,126,33,37,357,136,357,136,110,28,10471,316,-75,391,245,-23
116,245,-23,999,126,33,37,357,136,357,136,110,28,10471,316,-75,391,245,-23
116,245,-23,999,126,33,37,357,136,357,136,110,28,10471,316,-75,391,245,-23
116,245,-23,999,126,33,37,357,136,357,136,110,28,10471,316,-75,391,245,-23
116,245,-23,999,126,33,37,357,136,357,136,110,28,10471,316,-75,391,245,-23
115,244,-24,1001,126,33,37,357,136,357,136,109,27,10492,315,-76,391,244,-24
115,244,-24,1001,126,33,37,357,136,357,136,109,27,10492,315,-76,391,244,-24
115,244,-24,1001,126,33,37,357,136,357,136,109,27,10492,315,-76,391,244,-24
115,244,-24,1001,126,33,37,357,136,357,136,109,27,10492,315,-76,391,244,-24
115,244,-24,1001,126,33,37,357,136,357,136,109,27,10492,315,-76,391,244,-24
116,244,-23,1000,126,33,37,358,136,358,136,110,28,10452,315,-75,390,244,-23
116,244,-23,1000,126,33,37,358,136,358,136,110,28,10452,315,-75,390,244,-23
116,244,-23,1000,126,33,37,358,136,358,136,110,28,10452,315,-75,390,244,-23
116,244,-23,1000,126,33,37,358,136,358,136,110,28,10452,315,-75,390,244,-23
116,245,-23,999,126,33,37,357,136,357,136,109,27,10482,316,-75,391,245,-23
115,244,-24,1001,126,33,37,357,136,357,136,109,27,10492,315,-76,391,244,-24
116,245,-23,999,126,33,37,357,136,357,136,109,27,10482,316,-75,391,245,-23
126,256,-15,1041,133,37,36,359,145,359,151,116,29,10577,330,-65,395,256,2
126,256,-15,1041,133,37,36,359,145,359,151,116,29,10577,330,-65,395,256,2
126,256,-15,1041,133,37,36,359,145,359,151,116,29,10577,330,-65,395,256,2
126,256,-15,1041,133,37,36,359,145,359,151,116,29,10577,330,-65,395,256,2
126,256,-15,1041,133,37,36,359,145,359,151,116,29,10577,330,-65,395,256,2
126,256,-15,1041,133,37,36,359,145,359,151,116,29,10577,330,-65,395,256,2
126,256,-15,1041,133,37,36,359,145,359,151,116,29,10577,330,-65,395,256,2
126,256,-15,1041,133,37,36,359,145,359,151,116,29,10577,330,-65,395,256,2
126,256,-15,1041,133,37,36,359,145,359,151,116,29,10577,330,-65,395,256,2
126,256,-15,1041,133,37,36,359,145,359,151,116,29,10577,330,-65,395,256,2
126,256,-15,1041,133,37,36,359,145,359,151,116,29,10577,330,-65,395,256,2
129,259,-14,1036,134,38,35,358,144,347,152,117,29,10639,331,-66,397,184,3
129,259,-14,1036,134,38,35,358,144,347,152,117,29,10639,331,-66,397,184,3
129,259,-14,1036,134,38,35,358,144,347,152,117,29,10639,331,-66,397,184,3
116,245,-23,999,126,33,37,357,136,357,136,109,27,10482,316,-75,391,245,-23
116,245,-23,999,126,33,37,357,136,357,136,109,27,10482,316,-75,391,245,-23
127,257,-15,1044,134,38,36,358,146,358,153,117,29,10617,330,-66,396,257,2
126,256,-15,1037,133,36,36,358,144,358,150,115,29,10590,329,-65,394,256,1
127,257,-15,1044,134,38,36,358,146,358,153,117,29,10617,330,-66,396,257,2
127,257,-14,1039,134,38,36,356,146,356,153,117,29,10614,331,-65,396,257,2
116,244,-23,999,126,33,37,357,136,357,136,109,27,10442,315,-75,390,244,-23
116,244,-23,999,126,33,37,357,136,357,136,109,27,10442,315,-75,390,244,-23
116,245,-23,998,126,33,37,357,136,357,136,109,27,10455,316,-74,390,245,-23
116,245,-23,998,126,33,37,357,136,357,136,109,27,10455,316,-74,390,245,-23
116,245,-23,998,126,33,37,357,136,357,136,109,27,10455,316,-74,390,245,-23
116,245,-23,998,126,33,37,357,136,357,136,109,27,10455,316,-74,390,245,-23
116,245,-23,998,126,33,37,357,136,357,136,109,27,10455,316,-74,390,245,-23
116,245,-23,998,126,33,37,357,136,357,136,109,27,10455,316,-74,390,245,-23
116,245,-23,998,126,33,37,357,136,357,136,109,27,10455,316,-74,390,245,-23
116,245,-23,998,126,33,37,357,136,357,136,109,27,10455,316,-74,390,245,-23
116,245,-23,998,126,33,37,357,136,357,136,109,27,10455,316,-74,390,245,-23
116,245,-23,998,126,33,37,357,136,357,136,109,27,10455,316,-74,390,245,-23
116,245,-23,998,126,33,37,357,136,357,136,109,27,10455,316,-74,390,245,-23
117,245,-22,1005,126,34,37,358,139,358,139,109,27,10454,316,-74,390,245,-22
117,245,-22,1005,126,34,37,358,139,358,139,109,27,10454,316,-74,390,245,-22
116,245,-23,998,126,33,37,357,136,357,136,109,27,10455,316,-74,390,245,-23
127,257,-14,1039,134,38,36,356,146,356,153,117,29,10614,331,-65,396,257,2
123,253,-16,1025,129,35,36,359,142,359,146,112,28,10515,324,-66,390,253,0
116,245,-23,998,126,33,37,357,136,357,136,109,27,10455,316,-74,390,245,-23
116,245,-23,998,126,33,37,357,136,357,136,109,27,10455,316,-74,390,245,-23
116,245,-23,998,126,33,37,357,136,357,136,109,27,10455,316,-74,390,245,-23
116,245,-23,998,126,33,37,357,136,357,136,109,27,10455,316,-74,390,245,-23
126,256,-15,1048,135,38,36,358,147,358,153,117,29,10608,329,-66,395,256,1
116,244,-23,999,126,33,37,357,136,357,136,109,27,10442,315,-75,390,244,-23
116,245,-23,998,126,33,37,357,136,357,136,109,27,10455,316,-74,390,245,-23
